OrderItem,Year_0,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22,Year_23,Year_24,Year_25,Year_26,Year_27,Year_28,Year_29,Year_30,Year_31,Year_32,Year_33,Year_34,Year_35,Year_36,Year_37,Year_38,Year_39,Year_40,Year_41,Year_42,Year_43,Year_44,Year_45,Year_46,Year_47,Year_48,Year_49,Year_50,Year_51,Year_52,Year_53,Year_54,Year_55,Year_56,Year_57,Year_58,Year_59,Year_60,Year_61,Year_62,Year_63,Year_64,Year_65,Year_66,Year_67,Year_68,Year_69,Year_70,Year_71,Year_72,Year_73,Year_74,Year_75,Year_76,Year_77,Year_78,Year_79,Year_80,Year_81
Order_0001,96.18899097946067,99.83134560478246,97.7600540173001,97.07868411080074,93.97129801250938,93.32968850424575,91.77919149410465,90.4068629630058,89.25327985956112,88.29015570987815,87.5308821945215,88.10454264587572,88.76687932446359,89.49866549515225,90.2912874920408,91.13820920844182,92.03108354147301,92.95724811242543,93.90129829819423,94.84551847678713,95.76968735259183,96.65729721861578,97.51605202088165,98.36075117646703,99.2070581838061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0002,0.0,95.06516213263339,97.9940925716385,97.31499622551772,94.20175172697259,93.5590895484342,92.00338190972568,90.6266515559774,89.4706232505722,88.50228763511939,87.7402094002002,88.31312404982613,88.97702876463731,89.71054738841283,90.50504586299422,91.35397260791405,92.24896075910198,93.17731796054423,94.12360311975746,95.07005867424103,95.9964154558655,96.88612667678507,97.74691452158117,98.59361344392654,99.4419240245033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0003,0.0,0.0,93.22348302800013,97.5479458135132,94.43114571170676,93.78853590496729,92.2296004883486,90.8480815531462,89.68817509554603,88.7178432424183,87.95103522435102,88.52430315893123,89.18767571905894,89.92293089738405,90.71931029208928,91.57024681229413,92.46735378595687,93.39790880878984,94.34643423259236,95.29513045506424,96.22368032222398,97.1154978728514,97.97832357326513,98.82702699667985,99.67734589381519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0004,0.0,0.0,0.0,92.82726329048684,94.78980177173516,94.17059205926161,92.66549697151311,91.34111766332109,90.24177068434157,89.33849551433815,88.6473693044723,89.25090826145048,89.94901961362544,90.72044008313357,91.55766683113768,92.45209827216509,93.39539493900541,94.37482943396833,95.37487588062316,96.37764210695718,97.36266612572528,98.31323566859166,99.23725414615676,100.1498629868363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0005,0.0,0.0,0.0,0.0,89.76650843724968,94.11062039294063,92.49718369821866,91.05506401959462,89.82815349836923,88.78500392158219,87.94211051376972,88.48660514493329,89.11818607854312,89.82065950678674,90.58334498767562,91.40066420937346,92.26202597789302,93.15462477813631,94.06292010962852,94.969073762312,95.85276005719288,96.69739339028895,97.51061964953024,98.30716409557888,99.10259169113503,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0006,0.0,0.0,0.0,0.0,0.0,89.462207375547,92.90274152910756,91.51730596293507,90.3496858311475,89.37029782614036,88.59572148555944,89.16936818139948,89.83386157453293,90.5683177039314,91.36725582611254,92.22214636215497,93.12563994776504,94.06281970321173,95.0180977930639,95.97354789752163,96.90870822235182,97.80687472889068,98.67584298876329,99.53058843345619,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0007,0.0,0.0,0.0,0.0,0.0,0.0,87.77148350700793,91.27879603176305,89.994841443356,88.88751096412113,87.97281055927937,88.49083297729624,89.09620094778843,89.76900824624133,90.49896172691827,91.28252040702715,92.10918569383978,92.96716724543225,93.83875663341468,94.70607304798366,95.54877493701163,96.35027047615452,97.11812142799384,97.86692590184424,98.61209580691829,99.36987190761548,100.1498629868363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.70885140325325,90.48382216856109,89.43923989907731,88.59096345138316,89.13732211784475,89.77117301064712,90.47495309534699,91.23946803657897,92.05657189232335,92.92095428957768,93.81780370441798,94.73256529911635,95.64516996813812,96.53514733154734,97.38579371046134,98.20480942480174,99.00702456612422,99.80811490596184,100.62462003118429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.17996917558189,89.01927457610603,88.0436498758067,88.54257393923197,89.12439612446417,89.77056620271986,90.47412515732645,91.22783382111132,92.02159628519972,92.84568329454203,93.68251062263352,94.51524582694456,95.32141921787776,96.08442527233026,96.81175362539221,97.51789491194162,98.21813061586256,98.92854546316141,99.65860045077702,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52549829037835,88.61494572415447,89.1428335749436,89.75326483947771,90.42886136894231,91.16178825988088,91.94722971884649,92.77617643080445,93.63422901833474,94.50890987940242,95.38029692023798,96.22899810490235,97.03619958674356,97.80951696143626,98.56365226398299,99.31412712282311,100.07729792230222,100.86284185139668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
