OrderItem,Year_0,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22,Year_23,Year_24,Year_25,Year_26,Year_27,Year_28,Year_29,Year_30,Year_31,Year_32,Year_33,Year_34,Year_35,Year_36,Year_37,Year_38,Year_39,Year_40,Year_41,Year_42,Year_43,Year_44,Year_45,Year_46,Year_47,Year_48,Year_49,Year_50,Year_51,Year_52,Year_53,Year_54,Year_55,Year_56,Year_57,Year_58,Year_59,Year_60,Year_61,Year_62,Year_63,Year_64,Year_65,Year_66,Year_67,Year_68,Year_69,Year_70,Year_71,Year_72,Year_73,Year_74,Year_75,Year_76,Year_77,Year_78,Year_79,Year_80,Year_81
Order_0001,96.18899097946067,97.98040240697449,94.29256121323996,92.10865512539388,88.89961545935624,86.0598780076335,88.92311382660742,91.80569985734651,94.71954090017262,97.60094460139216,99.43736746438174,100.41424525549412,100.46188745488803,100.5390548981729,100.63207961422361,100.72991569496983,100.81973178103607,100.88428225116942,100.90390548278643,100.85719448070168,100.72097762276789,100.47708485802539,100.13350078432322,99.70514989207645,99.2070581838061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0002,0.0,93.25258788157046,94.64171989452987,92.51036199697205,89.38166771901251,86.62383373452663,89.43637970736273,92.24940280513292,95.07390882704675,97.83939583259516,99.58648285984864,100.50430980166027,100.54446266311047,100.61379507186608,100.69860869187272,100.78783134547669,100.86860665197128,100.92366503749385,100.93332454242992,100.87616291460147,100.72899953663368,100.47366273837325,100.11813796977799,99.67734589381519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0003,0.0,0.0,89.86306219534949,92.73177281372031,89.59949307841569,86.83666720128684,89.65646234817143,92.47469596097372,95.30478423732539,98.07710423028652,99.82538008352606,100.74435069885908,100.7824947163044,100.85199126473685,100.93700567511598,101.02643955717416,101.1074060936136,101.16259482605142,101.17227719919654,101.11498024517235,100.9674684680975,100.71152717764788,100.35516072878114,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0004,0.0,0.0,0.0,88.15681742541247,90.11469666300266,87.4441905165491,90.21401570442706,92.96118037143,95.69631502284427,98.35004027623393,100.00754153421975,100.8656121225917,100.89661856392013,100.95763941362473,101.03598161026613,101.11841649086429,101.19203109617905,101.23948773789866,101.2410325098744,101.17517046517659,101.01864845598246,100.75324238690052,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0005,0.0,0.0,0.0,0.0,84.75795971371522,86.90215504060839,89.79750397810068,92.70720089497532,95.6470246360881,98.55054798624798,100.39956013300639,101.37986778318103,101.42186023392276,101.49662210789447,101.58842697232616,101.68719282892226,101.77786247358486,101.84302639294646,101.86283611207108,101.81568119643899,101.67816981460474,101.43195923826462,101.08510994613081,100.65268826208771,100.1498629868363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0006,0.0,0.0,0.0,0.0,0.0,82.85780037879591,90.6500872331242,93.41600867094286,96.16636330337042,98.8317405326296,100.49445932648455,101.35570518028395,101.38414629998802,101.44146852467242,101.51704317315642,101.59776493039897,101.67172850326494,101.71941011159247,101.72096220650758,101.65478794501047,101.49752394851605,101.23085973092394,100.86284185139668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0007,0.0,0.0,0.0,0.0,0.0,0.0,84.95415276535701,92.96001254864021,96.01347227576946,99.05002308818982,100.99794373540783,102.03904523669472,102.08885615943748,102.1702606844232,102.26797634776167,102.37399912193392,102.47338095207779,102.5496794912755,102.58081884179887,102.54504634997106,102.41880779450085,102.18362700417924,101.84762293200554,101.42597728855455,100.93398148823675,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.17720136650607,96.24317761767458,99.29093436161286,101.24510309565576,102.28915608073879,102.33754703365706,102.41798067159678,102.51617912356377,102.61949715847517,102.71808348887768,102.79245875645967,102.82367182723918,102.78781464651404,102.66127723000508,102.42553966544739,102.08874012689927,101.66609626658409,101.1729357002771,100.62462003118429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.30170528478578,99.69368877309901,101.91817317957268,103.13832857010809,103.21813185173264,103.32974081802047,103.46120780686664,103.60089920701353,103.73429705324233,103.84693948588685,103.91672697229528,103.9227272291408,103.83898425568438,103.64676621724817,103.35430381644989,102.9770096692065,102.53043096869474,102.03017475430569,101.48414706567738,100.86834258302514,100.1498629868363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.92701824313666,102.16202190753327,103.38900824011534,103.47057564712955,103.58291224388739,103.71315386288153,103.85201197819478,103.98597514613587,104.09592663061422,104.1648465308541,104.16875708976823,104.08481586062089,103.89214275928876,103.59898797400803,103.22080060899663,102.77316466433459,102.271724127998,101.72440375662633,101.10714139950252,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8346350593897,104.22648671835225,104.34253504454047,104.48875711076992,104.65346691684078,104.82646656617821,104.99656401053711,105.14557015268281,105.25170095799892,105.29591167915105,105.2521277623528,105.10242744468641,104.8530487320161,104.51963392889974,104.11798455461609,103.66398767659969,103.16572883399401,102.59885089450064,101.92990462646563,101.12463243011936,100.14833149848555,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
