Item,Category,Year_0,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22,Year_23,Year_24,Year_25,Year_26,Year_27,Year_28,Year_29,Year_30,Year_31,Year_32,Year_33,Year_34,Year_35,Year_36,Year_37,Year_38,Year_39,Year_40,Year_41,Year_42,Year_43,Year_44,Year_45,Year_46,Year_47,Year_48,Year_49,Year_50,Year_51,Year_52,Year_53,Year_54,Year_55,Year_56,Year_57,Year_58,Year_59,Year_60,Year_61,Year_62,Year_63,Year_64,Year_65,Year_66,Year_67,Year_68,Year_69,Year_70,Year_71,Year_72,Year_73,Year_74,Year_75,Year_76,Year_77,Year_78,Year_79,Year_80
Item_0001,Category_01,451224.6922937908,435372.10863884306,428528.46814044175,422069.78707754344,415799.4105057343,409912.7202355644,404524.16355624,399461.5704807994,394934.5649063732,390830.3030198011,387214.41625122074,387618.90448903793,388379.16871946445,389411.38247699535,390680.0956543286,392160.4707041988,393821.5051827796,395615.614711549,397485.6910970168,398766.0974992572,400085.4678090558,401404.9539259843,402788.7956581672,404331.99754919944,406134.9340714462,408304.14161196223,410922.75537514227,413952.35222529253,417317.9131576415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0002,Category_01,1.0716585166006037e6,1.0340086330123203e6,1.0177549886838477e6,1.0024156229021766e6,987523.4802420149,973542.5924381497,960744.7717825932,948721.114622162,937969.4776309717,928221.8567871213,919634.1267117467,920594.7861996798,922400.4135904721,924851.9210251209,927865.114523676,931381.0048994916,935325.9613623226,939586.9710017387,944028.4019135211,947069.3667447141,950202.8708283127,953336.6499767865,956623.2736879974,960288.3777273278,964570.3514097254,969722.2186353948,975941.4255146304,983136.717085532,991129.9232409794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0003,Category_01,2873.7598390629955,2829.497870866955,2777.785095880707,2729.9243246661845,2683.3390549342857,2640.5747630595156,2602.825410472416,2569.5056978524285,2542.569361209052,2522.0183382616788,2509.1158885860123,2511.3544534206085,2517.8080008554334,2528.227030546062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0004,Category_01,19071.31328044134,18777.574835951087,18434.39011273459,18116.768684616247,17807.611947504527,17523.81260650032,17273.294223663674,17052.172539979285,16873.41325698411,16737.029234579968,16651.403922480316,16666.259880627196,16709.087995473226,16778.232492551735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0005,Category_01,102421.38132746104,105932.64346875373,106624.55716528656,107602.44007560045,108855.00660808776,110479.0654433474,112561.66729093005,115117.72357352178,118281.45076280477,122104.25484530049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0006,Category_01,123311.5866581792,107653.02208392002,85258.8291334001,61916.412174713776,37423.77859272952,11614.241202726767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0007,Category_01,20851.968718224634,21075.57054702341,21832.16687375329,22654.042796348484,23537.07670465477,24499.796860949747,25558.414561310525,26712.755180454034,27988.335648815344,29389.786738126637,30857.974276181725,32761.861716277628,34834.63587208052,37082.621332716764,39516.73759469482,42149.52888327336,44993.516535079616,48059.76975047367,51358.29755913517,54897.94949402643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0008,Category_01,164748.10882401196,165205.58945594012,162262.69229990686,159549.04872593668,157014.04471854202,154761.3128693846,152868.16145322472,151309.96948651917,150211.6406808604,149577.75663443469,149503.03650943394,150090.25850903348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0009,Category_01,1.344723108482779e6,1.3251409453845355e6,1.310679385803176e6,1.2975324111990798e6,1.2851195568542832e6,1.2740871929137094e6,1.264818948971585e6,1.2568532248642992e6,1.250825563701071e6,1.2464811313869525e6,1.2440881693415234e6,1.2559654259545156e6,1.2696495838656365e6,1.2849200960785816e6,1.3017126738286465e6,1.3199976586624929e6,1.3397239946003314e6,1.3607821606006394e6,1.3830258173016333e6,1.4038186590960757e6,1.42577365468557e6,1.4488023960393025e6,1.4731885472409965e6,1.4993388135733064e6,1.5276940274245348e6,1.558733909593482e6,1.5928643057051e6,1.6300252060493284e6,1.670000300179693e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item_0010,Category_01,992077.1384692696,977630.2873630577,966961.1900471493,957261.9352907699,948104.2819690163,939965.0933456128,933127.3943112714,927250.6367399666,922803.696194244,919598.5673829691,917833.1469333195,926595.6617723696,936691.2284461457,947957.1371313634,960345.9584496893,973835.8117077879,988389.0300695399,1.0039248137618066e6,1.020335200113603e6,1.0356752395937992e6,1.051872664782945e6,1.0688622521665024e6,1.086853276558702e6,1.106145787130452e6,1.1270650104721314e6,1.1499648633929407e6,1.1751447608398101e6,1.20256043029713e6,1.2320522875167034e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
