OrderItem,Year_0,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22,Year_23,Year_24,Year_25,Year_26,Year_27,Year_28,Year_29,Year_30,Year_31,Year_32,Year_33,Year_34,Year_35,Year_36,Year_37,Year_38,Year_39,Year_40,Year_41,Year_42,Year_43,Year_44,Year_45,Year_46,Year_47,Year_48,Year_49,Year_50,Year_51,Year_52,Year_53,Year_54,Year_55,Year_56,Year_57,Year_58,Year_59,Year_60,Year_61,Year_62,Year_63,Year_64,Year_65,Year_66,Year_67,Year_68,Year_69,Year_70,Year_71,Year_72,Year_73,Year_74,Year_75,Year_76,Year_77,Year_78,Year_79,Year_80,Year_81
Order_0001,96.18899097946067,100.20655662454737,98.5152309954901,98.23438814190713,95.48879870784316,95.25217441678117,94.07946303192155,93.07791713664938,92.28732301815404,91.67559093235857,91.25318916304758,91.829818553657,92.47498727125843,93.16498573439182,93.88693732403765,94.77807464557846,95.6536561227669,96.49108199507889,97.26434796630227,97.94467086110866,98.50050794654837,98.90426598047578,99.15348469043641,99.25274749579096,99.2070581838061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0002,0.0,95.44128536546363,98.75111046879826,98.47351232573185,95.72293167832765,95.48621165718535,94.30917616469588,93.3040929415724,92.5118842337577,91.89575451607575,91.47132867272461,92.04721929036383,92.69391540022974,93.38554738694592,94.10920814698898,95.0024551744321,95.8801095301385,96.71951795021596,97.49461457508171,98.17654808723287,98.73370107848365,99.13841498159833,99.38822369959773,99.48772150277054,99.4419240245033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0003,0.0,0.0,93.98234027888952,98.70928393743696,95.95602663440212,95.72032826624672,94.54095457792735,93.53195080139476,92.73670846520966,92.1193830505155,91.69100635231031,92.267238611385,92.9133618263868,93.60663120393977,94.33200518072263,95.22736690865068,96.10709905027139,96.9484947116589,97.72542632411276,98.40897426663373,98.96744627901145,99.37311831426749,99.62351843710886,99.723251794441,99.67734589381519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0004,0.0,0.0,0.0,94.01866171326455,96.35005360087774,96.1406504322685,95.01526022616106,94.06046572540124,93.31934994845707,92.7585295917757,92.39039908398581,92.97380337084823,93.62828852734002,94.3277522129655,95.2086246027553,96.08559985928956,96.94051397223878,97.74997611674924,98.48718118754596,99.12255670258762,99.62381055961826,99.96273416139115,100.13661242669211,100.1498629868363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0005,0.0,0.0,0.0,0.0,91.26294343383395,96.01233507110919,94.77924036012134,93.71304311054408,92.85719367824095,92.17694868833989,91.68649296622831,92.25422261585281,92.89171408918767,93.57852777855398,94.29998126734186,95.0462769672105,95.95265752561542,96.82712086503199,97.64403207035747,98.37491973669464,98.98848184502236,99.4572995179505,99.77914783696264,99.9588687728974,100.00173483583178,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0006,0.0,0.0,0.0,0.0,0.0,91.40811994864231,95.2309800900437,94.22071854785644,93.42032515072962,92.79639676369484,92.36257639830527,92.93910171805256,93.58613324180972,94.27826138117541,95.00566992217045,95.90530193430848,96.79129699436706,97.6386826522,98.4211453338173,99.10955953597555,99.67200737746974,100.08056744051189,100.3327501918057,100.43319356284877,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0007,0.0,0.0,0.0,0.0,0.0,0.0,90.01707832922247,93.90190172121955,92.9932017784314,92.25600142823481,91.7045388173959,92.26367887686465,92.8954574035051,93.57600763317977,94.29132280190723,95.03391915508253,95.78899140957897,96.69185975929865,97.54370435287224,98.31651235328101,98.97938321755683,99.50522771736985,99.89208420253112,100.14505098161239,100.2696609287938,100.27176942022447,100.1498629868363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.38625552918153,93.53498842820194,92.85588470080076,92.36249973049274,92.93214056227033,93.5718234762798,94.2597257614124,94.98262548045554,95.72815688464928,96.63785988513132,97.51644473062808,98.339171624625,99.0752625677608,99.69319269819347,100.1653479402621,100.48948753598901,100.67048792678291,100.71365915835125,100.62462003118429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.13792240755915,92.35237224593848,91.74807285016598,92.30385014439311,92.93021434302122,93.6049243739859,94.31754774514599,95.05718499617154,95.80971839347906,96.5608970306742,97.44167802104883,98.25216729787078,98.95977245660472,99.53774400089152,99.98440221364638,100.30511492073339,100.5056934188631,100.59228335616797,100.56365809385159,100.38696085262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91860252182535,92.37393173912822,92.94314811369577,93.58006568224332,94.26334237546264,94.98140618929853,95.72548704256698,96.48224123010391,97.38545678238631,98.24023356523173,99.0164393751921,99.68402929650969,100.21361734627106,100.60322790906471,100.8579955889315,100.9834926492452,100.9856161512788,100.86284185139668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
