OrderItem,Year_0,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22,Year_23,Year_24,Year_25,Year_26,Year_27,Year_28,Year_29,Year_30,Year_31,Year_32,Year_33,Year_34,Year_35,Year_36,Year_37,Year_38,Year_39,Year_40,Year_41,Year_42,Year_43,Year_44,Year_45,Year_46,Year_47,Year_48,Year_49,Year_50,Year_51,Year_52,Year_53,Year_54,Year_55,Year_56,Year_57,Year_58,Year_59,Year_60,Year_61,Year_62,Year_63,Year_64,Year_65,Year_66,Year_67,Year_68,Year_69,Year_70,Year_71,Year_72,Year_73,Year_74,Year_75,Year_76,Year_77,Year_78,Year_79,Year_80,Year_81
Order_0001,96.18899097946067,102.76806923598835,103.48676312405912,104.25708428198094,104.81463905406736,105.41376772565134,106.07652327010663,106.74703524385137,107.46601050297446,108.18675269036967,108.9099053180381,109.70687434261785,108.42355807485004,109.10308439444628,107.90538846211328,108.5503951223988,108.23908985396628,107.8015717689116,107.2098712240257,106.43483366688874,105.44642042112082,104.2211952546625,102.76437557111187,101.08872042986037,99.2070581838061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0002,0.0,98.00893988966573,103.73456501514228,104.510634232879,105.07107068357871,105.67204714814596,106.33480243405333,107.00570202360711,107.72657651458356,108.44603788059743,109.16984588057984,109.9665977710155,108.68024334084643,109.36137839195081,108.16084699743197,108.8073806663225,108.49533840422318,108.05678452539789,107.46368317044406,106.68681076555774,105.69605751987274,104.46793171767304,103.0076631143985,101.32804097563016,99.4419240245033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0003,0.0,0.0,99.0547263430676,104.85801838045877,105.44332022206729,106.07280940154271,106.7699158484975,107.48089753932837,108.25119603901118,109.03136253305041,109.82381326026558,110.73079291058261,109.42410334977882,110.22876913383666,109.01142167331734,109.61406211678816,109.4028261397797,109.07186956347682,108.59295986760944,107.93653171238986,107.07197681340763,105.9752207323578,104.65119783077522,103.11251563543686,101.37189165515832,99.4419240245033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0004,0.0,0.0,0.0,100.00652356568246,105.57876974195841,106.18807334670242,106.85595905749307,107.52888399568542,108.25039620764042,108.97225574690636,109.69668673408214,110.49316279574387,109.19754226839403,109.8798023140885,108.67357984102486,109.32317838094525,109.00965689303726,108.56902406435533,107.97311113245192,107.19255599015808,106.19710611216055,104.96315842105807,103.49596746376955,101.8083831329578,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0005,0.0,0.0,0.0,0.0,101.06152626661083,106.7262376108141,107.46159471292258,108.21462905021686,109.03245896520522,109.86791961053132,110.72802830692929,111.74222180419508,110.41014597152628,111.33350120740106,110.09421663600817,110.83051486968195,110.49988045630042,110.27070962486593,109.8998257608537,109.3573042580423,108.61201631064993,107.63930514674566,106.4438493544029,105.03812885878905,103.43476729539847,101.646313361893,99.67734589381519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0006,0.0,0.0,0.0,0.0,0.0,101.97656369010596,107.7188975787225,108.47762939949244,109.29895086020787,110.13680603308174,110.99736808795268,112.01274775067523,110.6776875924624,111.60023845621873,110.35696097358804,111.09289843922137,110.76148127176083,110.53176789425173,110.1600059883732,109.61620010347056,108.8691477384699,107.89413374824007,106.6958477970878,105.28679935553912,103.67964194467136,101.88695397031908,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0007,0.0,0.0,0.0,0.0,0.0,0.0,103.33641110960964,109.16851082683583,110.07735006381748,111.01763116254423,111.99906045724832,113.21883635058708,111.8509494909951,113.00356576972518,111.7278773404484,112.71726268667804,112.50650933204061,112.22280487517634,111.83917817242963,111.51503513690858,110.99998269691066,110.26844349539499,109.32465186918601,108.18083943281515,106.84944573180343,105.34291503095174,103.66551423071398,101.78887161973071,99.67734589381519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.42466920957199,110.34090307718205,111.28732578080948,112.27262863093213,113.49569625790593,112.12294445243879,113.2770780399767,111.9985397016943,112.98727665307138,112.77496460554012,112.48848459489524,112.10394968249385,111.77903926078133,111.26276746979633,110.52949639987621,109.58347041234465,108.43695007923351,107.10240439582647,105.59230708785962,103.91093515737825,102.02984972496084,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.20255387911794,112.24871569217555,113.35042735362899,114.77802344622934,113.37907198533402,114.75828178144886,113.45431874259361,114.69429365965792,114.60261328707693,114.44537551393046,114.19545865261946,113.82702956664681,113.30954277543373,112.80964464265398,112.10829660666931,111.21757470290957,110.14982229659462,108.91746196865175,107.5245362935313,105.94116719614277,104.12947790883233,102.05295973283631,99.67734589381519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.51223755237217,113.62180807924267,115.0566931446032,113.65590725482684,115.03879152574277,113.73011614039217,114.97181473624148,114.88009051401988,114.71948275069379,114.46791239668481,114.09650717723883,113.57779527188075,113.07671366488688,112.37370523599158,111.48087460980236,110.41059437360155,109.17531651791657,107.77909318771287,106.19197557362601,104.37599723737756,102.29456304838756,99.91332510810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
